"region_code","region_name","latitude","longitude","division","country","date","period","population","revenue","volume","customers","channelCosts","margin","revenueVsPotential","ownStores","indirectStores","EEStores","o2Stores","salesVsPotential","VFcustomerShare","digitalPropensity","acqMarketShare","networkSpeed","networkLatency","channelRevenueOnline","channelRevenueOnlinefixed","channelRevenueOnlinepostpayAcq","channelRevenueOnlinepostpayRenewal","channelRevenueOnlineprepay","channelRevenueTelesales","channelRevenueTelesalesfixed","channelRevenueTelesalespostpayAcq","channelRevenueTelesalespostpayRenewal","channelRevenueTelesalesprepay","channelRevenueRetail","channelRevenueRetailfixed","channelRevenueRetailpostpayAcq","channelRevenueRetailpostpayRenewal","channelRevenueRetailprepay","channelRevenueIndirect","channelRevenueIndirectfixed","channelRevenueIndirectpostpayAcq","channelRevenueIndirectpostpayRenewal","channelRevenueIndirectprepay","channelVolumeOnline","channelVolumeOnlinefixed","channelVolumeOnlinepostpayAcq","channelVolumeOnlinepostpayRenewal","channelVolumeOnlineprepay","channelVolumeTelesales","channelVolumeTelesalesfixed","channelVolumeTelesalespostpayAcq","channelVolumeTelesalespostpayRenewal","channelVolumeTelesalesprepay","channelVolumeRetail","channelVolumeRetailfixed","channelVolumeRetailpostpayAcq","channelVolumeRetailpostpayRenewal","channelVolumeRetailprepay","channelVolumeIndirect","channelVolumeIndirectfixed","channelVolumeIndirectpostpayAcq","channelVolumeIndirectpostpayRenewal","channelVolumeIndirectprepay"
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-03-31","month",3097117,5659867,1048,3349207,808239,33688,-0.0987,22,11,29,16,-0.139,0.392,0.158,0.39,4.8,93,115091,42222,32105,18256,16980,128837,15214,12922,22639,15656,156328,17094,24643,30675,20458,155983,38733,33175,28879,20611,84443,30521,18017,14284,11582,81217,12373,11787,15344,11757,103174,21094,22665,15360,14975,149338,17047,16015,28822,17154
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-03-31","month",3631748,5415544,1125,3675996,857854,36006,0.0156,20,14,30,38,0.127,0.482,-0.0794,0.232,1.39,52.7,102294,16461,30631,13120,13960,92433,23122,15104,12353,13539,139351,53334,17137,16922,15862,101552,23137,28444,13310,10484,77991,18191,17372,13563,7858,135676,32505,16097,21144,19924,105782,29873,16118,20733,15838,159210,21912,29202,17381,19272
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-03-31","month",3525995,5306238,1166,2655378,931227,35732,0.115,19,10,29,39,0.0159,0.152,-0.109,0.129,3.21,42.8,80445,30650,22387,13045,11430,72139,12187,18412,12481,7905,78544,15291,13501,13363,8008,131096,34587,21912,18004,19184,96015,14083,20479,17474,13929,137646,27244,26618,25397,18309,137494,27147,16598,19987,19817,79016,8765,21147,15719,9827
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-04-30","month",3705639,6007608,1130,3803578,1013297,40421,0.165,23,13,29,29,-0.083,0.335,0.037,0.0378,2.21,44.6,75448,9804,15279,13371,10276,86544,9341,9724,15354,11900,108855,16853,31211,20167,15437,162959,47869,40005,19454,22041,145777,17175,20139,27865,18446,64000,12024,15198,8074,9017,147924,33878,18567,23835,18927,84811,22644,15620,15101,11254
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-04-30","month",3840840,5172338,1191,2575937,777265,45283,0.0523,20,14,35,17,0.101,0.342,0.13,0.00264,3.23,82.3,131767,33636,16127,13319,18189,124388,48817,13490,21137,16857,111083,44063,21580,16167,13338,118925,25482,32598,21616,12173,141835,38346,31233,24372,20011,116977,24374,21729,21318,15670,97603,25813,21535,10872,11104,66341,20875,8458,10482,7691
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-04-30","month",3068842,5171381,1242,2947660,907670,42683,0.0903,20,15,44,32,-0.0563,0.408,0.0805,0.25,1.96,72,64202,11417,14043,11912,8824,153811,57648,23778,30475,16732,68882,8885,10380,7157,7471,140022,53682,31452,24582,14574,122734,21332,35886,15812,18129,98842,29872,29086,14577,14234,165475,39081,45971,26755,17452,121057,30257,18807,21207,16774
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-04-30","month",2878658,4897152,1106,2995031,980856,43558,0.158,23,9,38,34,0.00284,0.428,-0.0463,0.475,1.55,95.9,65979,19582,9191,9683,9864,142652,39323,36341,20643,21289,140937,20357,35194,14128,20487,100007,12271,11107,14720,11644,164964,46088,29360,32017,19020,113519,15302,24382,11503,12727,91241,25653,14290,11332,13081,152400,33067,42859,19368,22401
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-04-30","month",3552199,4723571,1227,3588504,1033637,42600,0.151,19,9,40,33,0.111,0.364,0.156,0.113,1.88,76.5,145964,22053,19483,22225,14785,155068,50513,42355,25272,16082,155453,20623,34988,19047,15712,78487,22875,10753,15276,11113,117452,12194,29565,15506,13364,94947,24494,17874,9920,12860,160905,55448,29073,18547,18453,165294,41954,18789,31105,16611
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-04-30","month",3493420,4324848,1114,2889024,939166,45512,0.117,21,8,44,29,0.0111,0.0327,0.221,0.496,2.52,72.6,96918,22179,25257,13895,14053,114027,22612,21739,18359,12015,146988,57347,34612,17271,19669,82960,24508,21879,13018,10325,132853,37218,14806,21136,18419,135696,47523,23809,22497,15850,105130,20336,16814,11622,14076,91975,13548,15393,9333,13603
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-04-30","month",3839014,3803016,1160,2570631,870197,41181,0.156,18,13,45,20,-0.155,0.309,0.221,0.14,0.106,63.8,101938,28551,24241,18722,12988,117072,32174,15330,18954,12753,130620,33344,28032,14083,15969,80050,25040,19347,8367,11821,76071,22296,7652,14601,8027,96540,15715,19301,14396,11656,161737,37370,39476,19295,20532,98200,16158,15229,13280,13033
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-04-30","month",3583128,5084910,1130,3560039,854332,48037,0.182,21,11,33,37,-0.0543,0.211,0.000635,0.264,3.77,75.6,162351,44587,38148,30623,24240,76039,12119,18714,9609,10560,125740,25596,34933,13193,17472,141190,36830,28984,27000,16497,165851,57129,38274,25752,22799,98413,23918,27245,14953,10846,103826,35537,21203,12307,10604,88679,17698,14319,13292,9473
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-04-30","month",3992792,4218628,1121,3951072,757228,41452,-0.155,19,12,36,24,0.0793,0.438,-0.165,0.476,0.263,43.1,91274,32079,9609,10838,9694,137643,16759,18363,22608,14741,142196,43446,25279,23653,18155,76684,22028,18943,7924,8075,112059,24284,14793,21677,11656,113595,23744,14801,13288,16606,125083,42225,25455,24945,17098,133873,52984,20607,21018,17797
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-04-30","month",2711390,4635213,1133,3115371,1028245,46599,0.0315,19,11,37,23,-0.118,0.102,-0.129,0.379,1.82,80.9,131107,38066,29571,20813,15752,96035,31012,18237,14271,11818,127199,35059,17938,12892,13873,146574,40901,31198,26078,20496,112365,21957,12320,17880,15358,112620,43417,13129,13430,12074,92825,10671,14705,14252,12059,104145,37149,11057,14202,10984
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-04-30","month",3521665,4288181,1171,3713385,777962,48753,-0.127,23,10,28,35,-0.0526,0.398,0.00945,0.0211,2.67,45.5,88127,10969,17373,13661,12816,99499,16020,25874,14858,12536,143988,35867,19714,14892,18339,80282,15636,17613,14054,10149,117830,44855,32333,22722,14429,126510,26797,32828,24125,18787,121829,20087,26111,16236,16078,84157,27867,24654,9744,11091
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-04-30","month",2794680,5498673,1050,3906869,1016371,49658,0.108,23,12,32,34,0.16,0.497,0.0225,0.231,2.48,73.8,122694,46161,21596,20645,16749,138022,43555,19383,21356,16771,111534,36823,18912,15079,13060,157397,26426,18942,15755,17516,159698,53784,34590,26223,17328,99059,19306,14944,19030,14139,157146,31489,24933,25003,21842,129888,33212,18453,14640,17444
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-04-30","month",3483940,4979705,1101,3545537,933159,42994,0.101,21,8,34,17,-0.0493,0.292,0.15,-0.0328,4.73,52.2,71955,26001,12481,12440,9723,104410,14260,24773,19529,11222,86827,8966,24718,16996,9077,154742,57268,24411,29771,20737,144161,21674,22520,17257,21079,141498,48264,17014,19367,17957,151577,48292,38291,17680,21520,107721,14354,12492,20923,13237
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-04-30","month",2951232,4215457,1194,2605254,889614,34326,-0.0472,20,11,29,18,0.0402,0.0457,0.0587,0.345,1.14,58.4,110809,36893,31714,13878,12384,162748,28221,40884,27816,18369,65768,20080,7844,11978,8305,136820,34913,18084,14332,20334,102813,41036,25030,18323,10925,150446,59990,28706,23994,19654,107826,18430,12426,12649,10783,154628,52855,40614,23004,22773
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-04-30","month",3340510,5447598,1154,2790550,966169,37216,-0.0172,22,11,27,33,-0.168,0.28,0.229,0.464,4.28,49.3,156769,27001,17226,17402,22947,149320,39684,25823,20589,16401,105511,23945,13778,15319,14014,112610,13417,21633,18757,14432,156801,47036,17191,23890,23376,94613,24032,15031,18325,12479,139797,34633,26490,15744,19631,165112,44366,18940,21218,17939
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-04-30","month",3274448,4323111,1244,2626775,962576,44157,-0.0615,21,15,37,22,0.0548,0.0663,0.0777,0.196,4,86.7,64445,15024,6583,9289,8203,144499,50013,34875,15916,15092,64259,16836,15646,11939,9192,83678,20568,11115,9816,11136,149295,27188,31558,20970,15822,121397,20359,12505,18391,17413,108437,37505,18412,18056,12126,152710,51958,18065,25173,18887
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-04-30","month",2895623,6012200,1194,3321241,956895,46541,0.116,20,12,38,20,0.0587,0.336,0.109,0.16,2.64,81.1,121225,44772,21665,19223,16542,118223,33092,13751,13292,16544,112134,29364,22980,19479,12049,64346,13312,13192,8257,7261,163526,49242,30572,25921,20265,105805,33989,14105,18233,12895,150235,23183,39990,28630,15058,141473,46292,41160,20100,20435
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-04-30","month",3947169,5237230,1165,2716320,996898,46714,-0.0895,18,9,42,29,-0.19,0.388,0.18,0.171,2.69,98.1,79161,19890,19546,9541,10080,119751,38020,20618,13354,12280,163586,52365,17780,20576,22309,70463,25215,10637,9197,10211,106985,37245,25601,15822,13266,160313,52252,22163,20241,18321,99706,30092,13582,15822,13673,124521,29609,29895,13731,13025
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-04-30","month",3105433,3798247,1062,2565155,756377,36134,0.173,18,13,43,37,0.0267,0.058,-0.0656,-0.0574,0.298,43.3,156605,50689,31916,17608,19793,107809,35609,31452,21323,15690,115798,40240,25874,19159,13175,144109,49624,37394,16660,16541,156481,51938,26251,24853,20047,83596,32353,12339,11766,12378,74830,22642,13954,7918,9766,98358,20592,16987,17516,10292
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-04-30","month",3328394,6155275,1195,2737634,761873,41531,-0.181,19,12,37,33,0.0508,0.388,0.123,0.289,3.18,53.9,100131,33037,18550,17830,12452,165831,64562,18857,17248,16966,63933,16103,13192,11705,6738,72817,10719,20009,10869,10319,64704,10653,15410,10378,6590,93172,26934,25105,14893,11285,115748,14898,28118,11865,15606,163732,47624,36296,23407,18474
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-05-31","month",2959679,6227413,1206,3950268,1011779,35647,0.0512,20,9,33,37,-0.0321,0.281,0.201,-0.0818,2.92,41.1,100532,27057,24448,12524,13712,165312,41845,33236,17355,20107,85296,22323,18490,9252,9891,120521,38953,19794,21439,15789,78949,28087,20063,9349,9675,124946,20491,23945,14081,15920,144684,44448,30067,18071,18312,76384,16770,8816,13484,9289
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-05-31","month",3610400,4675997,1074,2623003,1036578,45172,0.0835,22,9,37,35,0.0873,0.0358,-0.0373,0.336,1.03,56.4,109272,13131,29530,17867,12200,87445,11321,14162,12327,8986,100137,10480,17322,16312,13602,85799,29856,21094,12886,11919,82744,29706,14561,11666,9066,110598,15046,12847,14174,11905,100985,25732,14545,12132,13230,145467,23972,36881,21313,19644
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-05-31","month",3801340,5060608,1133,3864995,939979,40911,0.153,19,9,30,27,-0.192,0.319,0.128,-0.0714,2.55,42.7,70767,17116,14854,7970,9717,66382,21475,13288,9219,8702,103433,35263,24353,17603,11657,142813,36643,38836,18579,19045,86745,29099,15539,14888,8701,153472,19009,31696,24080,17301,142980,47410,36623,28139,17306,123571,13137,33130,14920,17713
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-05-31","month",3153486,3862642,1150,3233909,897743,41130,0.132,18,11,32,24,-0.141,0.424,0.182,-0.0109,4.37,82.2,124417,40683,20813,19447,17663,89423,12633,19030,15880,12434,111447,22856,23360,18113,11673,100341,31923,17791,17438,11124,66091,13068,12264,10881,8202,111366,24606,21677,20253,11921,139098,15559,33164,14774,17100,70574,24626,20406,10198,8306
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-05-31","month",3170267,5811762,1071,2651235,996624,43200,0.027,22,9,28,22,0.0893,0.378,-0.116,0.154,1.38,65.5,164171,22759,36882,31425,24222,137541,53676,17369,27188,17051,155693,32311,26713,28356,17410,135861,43053,33269,15369,19624,160856,58408,30727,20534,21457,119643,19910,34632,22482,14823,88971,21460,21995,17375,12850,62680,11523,7433,7145,8402
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-05-31","month",3659423,6197122,1203,3096389,773036,40791,-0.0275,22,14,29,27,0.0485,0.101,0.186,-0.00938,3.07,87.4,128642,36748,21011,13148,15188,150998,46157,17511,20064,18933,157517,27209,35091,26864,16549,74554,19008,17734,9241,9188,166147,26114,21560,32747,24289,154315,37668,25717,29173,15562,146731,55961,40446,26992,16735,84501,20005,13007,8960,9169
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-05-31","month",3068162,3991269,1128,3412255,797276,49800,0.0784,22,12,31,17,0.129,0.243,0.234,0.257,1.85,80.6,112030,32719,14930,13188,16231,136018,24077,15216,16031,17600,86091,29449,25547,15853,10827,155132,40429,45816,24563,23144,148219,34006,26296,21542,16170,108300,26341,10875,11363,15560,115240,28793,31340,19401,12297,76717,9883,8219,14960,9224
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-05-31","month",3627312,5316035,1107,3894892,970243,45586,-0.0292,21,10,38,25,0.182,0.11,-0.179,0.409,2.06,50.7,126326,34169,15452,21029,14704,121915,30129,24388,12709,13888,161918,53839,36281,30828,22802,121442,28626,29231,16312,15023,89151,19193,17270,11293,9618,67787,15703,7728,10624,9079,86089,27398,10542,15509,12392,94866,30492,24711,18812,12735
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-05-31","month",3655773,6053515,1138,3698857,829836,46797,-0.00546,19,10,41,35,-0.0865,0.378,0.0587,0.145,0.589,59.8,102668,19469,16600,12353,10743,128064,40673,34369,22810,16504,103662,30338,27255,13840,10803,70057,19736,7308,12931,9407,79488,18896,13640,14010,10176,133617,34333,29228,25002,19064,134629,26835,23441,17010,13730,134539,26790,20317,19289,14859
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-05-31","month",3032759,4582134,1162,3633671,940967,41542,0.0447,22,13,41,36,0.0953,0.48,0.22,0.196,2.58,44.7,101171,10745,25462,13719,11321,142066,28065,18306,15853,15740,69636,10700,9802,12951,9672,128155,50375,15460,21105,17293,153648,57549,38330,20897,18368,100900,11571,24785,17548,10664,112487,36027,19896,14062,14110,111970,18237,33041,17635,15236
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-05-31","month",2521533,5114596,1097,3179952,929991,49453,0.0766,22,11,39,34,-0.059,0.0392,-0.0375,-0.024,2.07,97.7,64539,25762,14435,12145,7684,122974,25198,31435,15609,16429,134880,47312,13846,22041,14877,129510,25944,21240,25758,14911,153628,17596,27044,25563,20327,68679,18705,14104,10510,7375,157545,55123,35854,18711,18809,72943,27870,10159,12839,7533
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-05-31","month",2521937,4282872,1130,3780559,918166,42828,-0.0891,20,10,35,19,0.168,0.18,-0.0841,0.13,4.91,46.3,127758,22312,37528,15380,18160,166599,18137,47706,18427,19042,143005,25088,25594,22584,21272,153892,39597,29821,26113,18814,79284,16360,18572,8408,10591,156412,37316,33709,16891,18944,64709,10750,9423,12812,8474,156162,46589,41838,16175,19301
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-05-31","month",3098416,4480210,1106,2769906,818175,45339,0.107,18,9,28,20,-0.188,0.334,0.0687,0.26,0.314,90,81122,23844,13478,14195,11014,166408,38437,19088,30118,20935,69174,8310,17731,12047,9678,119179,38674,20568,15926,14641,158002,23447,25581,16856,17675,69386,10759,16043,7668,6961,99133,10424,22022,14033,13701,110597,44163,30950,13248,15923
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-05-31","month",2873011,5724262,1049,2614254,1000597,45843,-0.16,18,9,28,31,-0.167,0.489,0.167,0.0209,2.21,72.5,93986,9707,15262,14049,11972,66268,8734,16720,8141,9343,128449,26801,31286,15184,18307,105749,24926,23703,15695,15583,90910,26082,16325,10164,9280,147423,37178,23946,18758,21440,143902,22296,34363,17399,18591,139434,46405,27808,14644,20256
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-05-31","month",3652265,5336381,1212,3936625,992061,48553,-0.0788,21,8,37,16,0.0622,0.211,0.112,0.0377,0.783,61.9,115627,28844,14140,13118,14644,162921,23616,44994,29987,18282,150397,33507,36988,16591,17809,69704,13473,19330,7709,9618,85301,30862,13734,15224,11511,156211,61915,44619,19976,17255,154551,56459,17590,21833,19748,149819,35053,31289,16403,19062
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-05-31","month",3100863,5969101,1069,3999850,788090,48664,0.0675,19,13,27,22,-0.141,0.384,0.229,-0.0864,3.96,96,80561,22521,12669,12736,10825,133301,14355,37733,22684,13354,141860,17045,15524,23284,17470,65059,16810,17008,7831,8694,132818,34634,36771,14965,19741,164243,50508,32402,19276,18909,75092,9152,19133,9783,7938,138477,19185,28817,25315,18220
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-05-31","month",2631307,4585386,1242,3648284,988696,37136,0.106,21,8,42,16,0.0939,0.147,-0.101,-0.0783,4.06,40.6,119641,41929,32852,20422,14963,97175,34988,16839,11302,10183,74440,25017,15720,13614,10865,156036,44869,18220,22807,19299,124049,29798,32898,18053,16914,161779,24651,20253,19132,16747,109199,21087,15677,18660,13812,146700,56119,16511,28691,17014
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-05-31","month",3835659,4683267,1213,3639647,839386,49751,0.115,19,14,41,38,0.119,0.138,0.129,0.287,2.49,99.8,75945,22551,14668,8207,8901,147035,23524,24774,27966,19776,153512,60360,18215,19896,16477,87868,22567,18150,14837,10729,67965,14975,7415,10567,8920,121858,36588,26957,16970,16954,144933,48501,31530,19911,20565,70787,18115,15448,7591,7460
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-05-31","month",2591005,5763298,1222,3087925,891695,39358,-0.0117,20,14,42,19,0.028,0.409,-0.0748,0.351,4.51,58.1,153488,54222,19996,17496,21849,148543,47937,32707,29574,19857,105184,30813,25889,17733,12189,86466,24341,21036,14689,10471,118640,12530,11904,23019,12128,126385,43828,27701,15212,17603,73334,26152,16472,12586,9129,77297,9861,17912,11725,9438
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-05-31","month",2848695,5901221,1081,3160784,878750,35872,0.048,21,9,41,24,0.117,0.0234,-0.0676,0.0946,4.5,63,142978,51995,26006,21860,21406,79382,23780,17346,9184,8782,79220,24643,15307,12614,11815,149238,33864,43273,18779,21498,80876,11457,17397,14719,10306,88609,30729,26214,15141,12253,150096,42397,35495,17780,16028,72128,12586,18345,7613,10587
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-06-30","month",2953774,5017661,1184,3921080,903658,42593,0.0606,20,11,35,37,0.142,0.084,0.0227,0.0102,2.06,73.5,103675,20980,18922,20150,13435,144811,45972,17522,28540,17058,73226,20681,12226,9706,7506,154178,18664,21945,19899,22021,119903,26121,34149,22031,16113,102566,26127,28351,18579,11307,65552,16648,14791,9528,7255,92244,28701,10102,17555,10447
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-06-30","month",2582314,5822866,1179,3880824,842465,39631,-0.113,21,9,28,36,0.156,0.303,-0.0604,-0.0322,1.31,89.9,153956,43780,40657,21806,17860,116059,28879,17248,17480,12334,73415,12008,9743,12328,7393,100729,21829,28286,17843,12241,122872,39012,30544,19856,13319,85932,23643,22712,17185,9702,97148,28207,28994,14755,12987,107428,40036,19714,20439,12171
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-06-30","month",3768143,5947768,1241,2740077,790204,36174,0.0921,22,12,31,24,0.0705,0.496,0.0959,0.122,4.9,50.1,128324,25669,29464,23354,16769,98184,17261,14774,12828,14050,70334,16852,8720,10426,9993,138055,40004,36647,23696,14578,146136,30263,15655,17420,19113,153436,54544,17075,28604,20965,161616,53512,40394,17058,23947,162343,29866,21167,27766,20564
